OLD_SERVICE_TITLE,OLD_SERVICE_URL,AUTHORITATIVE_AGO_TITLE,AUTHORITATIVE_AGO_SERVICE_URL,UPDATED_URL,AUTHORITATIVE_AGO_ITEMID,ASSOCIATED_DEPRECATED_ITEMIDS,ASSOCIATED_DEPRECATED_URLS
designated areas - trim enhanced base map (ebm),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/98,Designated Areas - TRIM Enhanced Base Map (EBM),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/59,YES,15f0852eb3414bbbb4990dcc1358a2b0,5cb1e9b5653e473a976b6ea263642018,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/98
diagnostic facilities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/310,Diagnostic Facilities,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/57,YES,301d8f6f9541435997eb284647aa6aef,c81d6a4681584e43bdc7e31e1eecbe7c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/310
digital road atlas (dra) - master partially-attributed roads,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/464,Digital Road Atlas (DRA) - Master Partially-Attributed Roads,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/68,YES,ebd815335c8d4edb8532f0a4ae21ee9c,56d229d685c248399ec658d546e77dfc,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/464
disaster response routes,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/497,Disaster Response Routes,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/14,YES,7bc7ce9b75534da481c32ac04676cb55,4bdebbdb842646158ff4c7024240bc27,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/497
distribution of california sealions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/520,Distribution of California Sealions - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/22,YES,727da755609b4deeb66413b169d59345,272ff2890892452895a699755d71b575,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/520
distribution of dall's porpoises,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/559,Distribution of Dall's Porpoises - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/31,YES,fd6d7f82b0ad4301b7b7ea0005d44f83,9320f4b7ad3c4f94b6c4b2ea532bcbbb,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/559
distribution of gray whales,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/81,Distribution of Gray Whales - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/51,YES,717c550504a04f8daef88ad63f53b1cd,f93ffc7bcf1d4157a524790022b7c031,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/81
distribution of harbour porpoises,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/236,Distribution of Harbour Porpoises - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/13,YES,d0542e4478fc414798e65794acec6186,f0baa6694622498b8926884c231ad936,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/236
distribution of harbour seals,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/175,Distribution of Harbour Seals - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/73,YES,57a904afb2d94661a8efff46b4bd2661,a274b5bfa30441ef84d43de1a4159269,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/175
distribution of humpback whales,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/709,Distribution of Humpback Whales - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/69,YES,48af3b7a5d3c4a70834255de27f04d86,f3517e2e8a5b48b99b4f87c03ad147dc,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/709
distribution of killer whales,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/156,Distribution of Killer Whales - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/26,YES,ce656f4f8d664212919fca2890435039,f58c644884b849ceae2e274a4ef39ebd,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/156
distribution of northern fur seals,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/374,Distribution of Northern Fur Seals - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/17,YES,e542af086e3f43e49bc6ae75a7f524a9,a11be25a90064df89f276d74cb4cd586,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/374
distribution of pacific white sided dolphins,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/338,Distribution of Pacific White Sided Dolphins - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/23,YES,25a5acf3e59c455aae49c5fa530015c4,4903b75542c943e091b81ad6d19acd6e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/338
distribution of sea otters,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/445,Distribution of Sea Otters - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/30,YES,90db6523614149108d731a161cba166c,e91b795764294650b9cd1391a11343b4,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/445
distribution of steller sealions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/360,Distribution of Steller Sealions - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/58,YES,56a7e8084f5141c989a1c7c6613a8230,b71d7d17a6f64515aaf115d631640b41,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/360
diving ducks - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/183,Diving Ducks - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/54,YES,237330a9b2e74cc68a03b7736c5f3a1a,fdccbc191d1e4d039eaede2e11ea515c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/183
drastic aquifer intrinsic vulnerability,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/682,DRASTIC Aquifer Intrinsic Vulnerability,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/33,YES,aaf0bc7dcd83407ebd94a6c84d7818ef,aabf13c41e6f47e3a60c4a57289572b0,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/682
drastic aquifer intrinsic vulnerability reports index,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/625,DRASTIC Aquifer Intrinsic Vulnerability Reports Index,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/39,YES,9e2b9136e6ba4d5c93790d0091939ae3,91a5b496cec74689b53eed496a3aa748,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/625
drinking water sources (surface water pods),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/346,Drinking Water Sources (Surface Water PODs),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/22,YES,59abfd34320f4376b73151b311c16883,269e6142d9824c34a0ec89dbaf0dc027,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/346
early childhood care (francophone),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/439,Early Childhood Care (Francophone),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/66,YES,77a72abdb0e14ff28b50d3ebd31b7eec,4b097952d8d54df988800db9803f3de5,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/439
eaubc ecological drainage units,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/33,EAUBC Ecological Drainage Units,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/18,YES,38554f7b4ba64e149b4da845b2ef1397,cbb69eec18514f438b1b609c645f9f32,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/33
eaubc freshwater ecoregion,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/8,EAUBC Freshwater Ecoregion,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/13,YES,0e7c687c291b4d6eb9adb3b599b1de9f,a671d09aa4b449a08c1d9f00b502038a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/8
eaubc lakes,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/350,EAUBC Lakes,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/2,YES,694774e1f76a49618707a84f29946bc8,ca954ffd8b264d14848d35a6d4be1363,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/350
eaubc rivers,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/233,EAUBC Rivers,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/1,YES,6a7b09cb6a584bd4a91fb297ca7a7750,bf6a317e35a740d3b7509def0c4c4102,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/233
ecodivisions - ecoregion ecosystem classification of british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/477,Ecodivisions - Ecoregion Ecosystem Classification of British Columbia,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/6,YES,621aa94ac93841caa57d6933c8a6094f,c18b0f5f774a401eb4a3151c97b2c424,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/477
ecodomains - ecoregion ecosystem classification of british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/140,Ecodomains - Ecoregion Ecosystem Classification of British Columbia,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/10,YES,9f70d6754bde470eb40b6467842dbde9,71ae5727c62d4fdcab46c22f4824e2b7,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/140
ecological catalogue (formerly aquacat),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/662,Ecological Catalogue (formerly AquaCat),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/17,YES,a069d8bcdd0d4be9afcfcd08503a4c8e,4c83a7a9d9164aae9d98d36ddad83f69,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/662
ecoprovinces - ecoregion ecosystem classification of british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/85,Ecoprovinces - Ecoregion Ecosystem Classification of British Columbia,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/11,YES,787f652689ab49b1a715d49f0705ed04,e3c7d42fd93d4405bab89a8d055246a0,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/85
ecoregions - ecoregion ecosystem classification of british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/415,Ecoregions - Ecoregion Ecosystem Classification of British Columbia,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/4,YES,25429f5b7f3d4da59fe88b0aba8234b8,2c12dd3324a84555b4b47fb9b288662d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/415
ecosections - ecoregion ecosystem classification of british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/158,Ecosections - Ecoregion Ecosystem Classification of British Columbia,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/1,YES,f7208cdf883440cd824754bf04a4c1a7,08c1456cea634d13818e5486eefe7b94,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/158
education level profiles for community health service areas - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/862,Education Level Profiles for Community Health Service Areas - 2016 Census,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/45,YES,5251de0c4c8242e4b677c06be6c920d9,,
education level summaries for bc census divisions - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/852,Education Level Summaries for BC Census Divisions - 2016 Census,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/30,YES,61fc4228797e410fb605275c22944b56,,
education level summaries for bc census subdivisions - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/842,Education Level Summaries for BC Census Subdivisions - 2016 Census,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/14,YES,588c42f31547401aa77caac2c664af87,,
eelgrasses - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/154,Eelgrasses - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/10,YES,75e67cf4bc274110a3f6cd8d6dcbb16e,55c666026d6745358b0a9252dff6d628,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/154
electoral areas - legally defined administrative areas of bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/495,Electoral Areas - Legally Defined Administrative Areas of BC,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/24,YES,2b40545d84df4e229e56cdd0ae6c7a73,587e0aa5cce240b59657e6eb1dfa8146,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/495
electrical logs (elogs) of the shallow subsurface of northeastern british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/742,Electrical logs (elogs) of the shallow subsurface of Northeastern British Columbia,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/38,YES,adc66c6e7bf3464ebb9a7a89dc49043b,,
elk valley water quality plan,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/765,Elk Valley Water Quality Plan,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/77,YES,e88e21aef34d4a349e695eeb63f8c45e,,
emergency management bc boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/498,Emergency Management BC Boundaries,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/4,YES,a86a047606e647558769a0e23613d708,1bf4b1d15431456dad37f0c550b082e0,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/498
emergency rooms in bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/849,Emergency Rooms in BC,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/34,YES,d972fd73941c4c26b27bc9a6798f0d4f,,
emergency social services facilities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/428,Emergency Social Services Facilities,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/17,YES,fa7c54e9400b452c9ce686dca8dceaa2,87638bf400ae40bdb8270441df798f7b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/428
employment and labour market services division employment program catchment areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/633,Employment and Labour Market Services Division Employment Program Catchment Areas,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/633,NO,4f7fbf4a02b743f3910e72825cc2371c,f631b291a2a444e18ab2337dec65add8,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/633
employment program of british columbia regional boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/301,Employment Program of British Columbia Regional Boundaries,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/23,YES,b194fbeb1a484189adc03e45d0bd79e1,cd7ed9554d9a4c21b795b254a197cff9,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/301
employment service office locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/688,WorkBC Centres,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/40,YES,a53ed803e8854f70b141a8f6ddc1b773,373a97f11d394232b83f0561555b4460,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/688
env regional boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/79,ENV Regional Boundaries,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/19,YES,e1942cb032f741a8acfe0db84ba32653,fc743531e6d04c68936d0bc43bdf0070,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/79
environmental assessment office (eao) - points (svw),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/324,Environmental Assessment Office (EAO) - Points (SVW),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environment_assessment/MapServer/0,YES,cf47fb23ba26477b8b3e4e236d24b73f,0bed392d7d7341a997aee30515bd0fc6,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/324
environmental emergency response (eer) district boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/737,Environmental Emergency Response (EER) District Boundaries,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/50,YES,3470920bc04442dfbd4f5de1c5d52430,60db019da9eb408b9b932826ad664082,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/737
environmental emergency response (eer) regional boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/730,Environmental Emergency Response (EER) Regional Boundaries,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/16,YES,09e1e239765c49539a768b6ba293e7c5,a223350982014265b0b5854f0df59afd,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/730
environmental remediation sites,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/598,Environmental Remediation Sites,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_waste/MapServer/2,YES,3c52468735d64a5d9e064f5d9a72c72f,105ee6dd748545cf8f3ebd54bb644820,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/598
evacuation orders and alerts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/454,Communities Affected by Evacuation Orders and Alerts,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/5,YES,f178a63b9ee24a80be4eeabbf698793b,"003dbeb358e543d7ac73aa6e70efaded,c7292411899f4ec0a4d88deb510544e9","https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/454,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/454"
extraction sites - trim enhanced base map (ebm),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/44,Extraction Sites - TRIM Enhanced Base Map (EBM),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/23,YES,5e9f877f48b94cb9894faf60af058d20,c11be721c4c2440192173173a756cd8d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/44
fadm - bc timber sales area,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/240,FADM - BC Timber Sales Area,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/15,YES,9c0f5f37caf64b3b85181625be01ba4c,ef270080610849d9b8730a3af64286cc,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/240
fadm - cascade mountain boundary,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/239,FADM - Cascade Mountain Boundary,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/14,YES,ffd467d34f3147b894ee5be496559281,923f50430c254eb6b47998f6bda29a05,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/239
fadm - designated areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/127,FADM - Designated Areas,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/33,YES,8824fcd368fe4539a1d101429d9383bc,0126736db90d4beda3eb27e58110e53a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/127
fadm - mountain pine beetle salvage area,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/394,FADM - Mountain Pine Beetle Salvage Area,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/36,YES,fd2f2d4d1bbe4cc0b5138ac664e2eba0,c159a702ee0e4ee6ad87b91db9cdd3e3,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/394
fadm - provincial forest,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/470,FADM - Provincial Forest,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/28,YES,3f233d78d9544746be88bb18c2432153,56b96984def240b19508edd565e5493c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/470
fadm - provincial forest addition,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/94,FADM - Provincial Forest Addition,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/1,YES,9a8dc3216bfe43a2b7ea56096264a258,2c194f30dba9492398f94b0c3a358c6d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/94
fadm - provincial forest deletion,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/447,FADM - Provincial Forest Deletion,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/0,YES,af2c385668f245aca83c19e0dd0a265a,fbc84c47920b4e4b95b19086350da8ac,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/447
fadm - provincial forest exclusion,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/538,FADM - Provincial Forest Exclusion,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/48,YES,c7723dc45a404b80b6e0630441aea17d,006e608e34ab415eb857a980457c9529,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/538
fadm - public sustained yield units,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/283,FADM - Public Sustained Yield Units,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/6,YES,b9445d4d8ce5412e81c27ac0afafbbae,e8e405402a0b430f81aed4d755ca4202,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/283
fadm - pulpwood agreement,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/2,FADM - Pulpwood Agreement,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/2,YES,7c3297ac10e94022a8935c3c0e3e86f0,7244f2914cfd4c13a619df6d1ea6121d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/2
fadm - pulpwood area,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/703,FADM - Pulpwood Area,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/32,YES,69aa219c1e7046b6970b32f48a066831,ab76b49831064b20ba45e27f6b6a392d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/703
fadm - region compartment,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/300,FADM - Region Compartment,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/22,YES,2f166d49d687498b9cdad4e6beaa6f49,5a270a0c5f0c4bad89cabfb2fea0063b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/300
fadm - special protection area,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/539,FADM - Special Protection Area,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/49,YES,277bb0effda74d42a64613c1885fe7e2,8b825268ef524fc2aedcccb321c2c85c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/539
fadm - timber supply area (tsa),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/557,FADM - Timber Supply Area (TSA),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/17,YES,2c98234890df4236808de650b061b3c1,198032c0d82142a2b5839ce56f1c6635,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/557
