OLD_WS_TITLE,OLD_WS_URL,AGO_TITLE,AGO_ITEMID,AGO_WS_URL,URL_UPDATED
commercial red and green urchin fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/581,Commercial Red and Green Urchin Fishery - Coastal Resource Information Management System (CRIMS),c4d14668242c4886aa4d5dd410ec1875,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/50,YES
commercial salmon net fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/248,Commercial Salmon Net Fishery - Coastal Resource Information Management System (CRIMS),db9249be216e4424a536478487f608ea,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/32,YES
commercial salmon trawl fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/334,Commercial Salmon Trawl Fishery - Coastal Resource Information Management System (CRIMS),8c27650af85a4199bec197a64e78f7f9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/20,YES
commercial scallop fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/619,Commercial Scallop Fishery - Coastal Resource Information Management System (CRIMS),7a24f1e24a2e4d7d840d0b97c19b3dc6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/48,YES
commercial seacucumber fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/318,Commercial Seacucumber Fishery - Coastal Resource Information Management System (CRIMS),1ccab9f3005548f7a71d90d1fdd5179a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/60,YES
commercial shrimp fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/545,Commercial Shrimp Fishery - Coastal Resource Information Management System (CRIMS),0b6b9e169f32456a995d67349677b514,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/8,YES
commercial squid fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/48,Commercial Squid Fishery - Coastal Resource Information Management System (CRIMS),ba39f6c08d094a1bb4b1b8cb911683d8,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/2,YES
communities affected by evacuation orders and alerts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/32,Communities Affected by Evacuation Orders and Alerts,f178a63b9ee24a80be4eeabbf698793b,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/5,YES
community health service areas - chsa,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/771,Community Health Service Areas - CHSA,fbb5a816c95d41b79aa3ac6a5b612bc9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/12,YES
community watersheds - cancelled,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/840,Community Watersheds - Cancelled,7d00279dfb5c483790997787131f0221,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/20,YES
community watersheds - current,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/335,Community Watersheds - Current,d773dff7c04d44ea967b5022f46633cc,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/34,YES
commuting duration and mode summaries for bc census divisions - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/826,Commuting Duration and Mode Summaries for BC Census Divisions - 2016 Census,41130a9470a04b47a4c2810181695783,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/0,YES
commuting duration and mode summaries for bc census subdivisions - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/868,Commuting Duration and Mode Summaries for BC Census Subdivisions - 2016 Census,d244825a25f04feab1cf5c35290e3625,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/51,YES
conservation lands,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/181,Conservation Lands,8cc9040f48814378b879d4095a9ec1fb,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/22,YES
contaminated sites regulation - natural wildlands land use,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/195,Contaminated Sites Regulation - Natural Wildlands Land Use,5ae54eda51ea48c98085244c75ac3ea8,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environment_assessment/MapServer/1,YES
cormorants - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/391,Cormorants - Coastal Resource Information Management System (CRIMS),141324c835724f7e80dc72ccb06d6b51,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/45,YES
correctional facilities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/264,Correctional Facilities,d1c6a6e3278b4a9eb3cc1a2be9ec4088,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/59,YES
counties of british columbia - legally defined administrative areas of bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/478,Counties of British Columbia - Legally Defined Administrative Areas of BC,6227f7d739d940d9b5fbf653f646c5e6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/20,YES
court locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/222,Court Locations,efed0d7e01544560b2bdd7551de79b6b,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/49,YES
critical habitat for federally-listed species at risk (posted),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/232,Critical Habitat for federally-listed species at risk (posted),42ad8e0eb48244abacb056a3b818f6d5,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/71,YES
crown land pricing zones - communication sites,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/738,Crown Land Pricing Zones - Communication Sites,0867ee22a1074829b28bbaf24e13cb11,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/55,YES
crown land pricing zones - log handling,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/733,Crown Land Pricing Zones - Log Handling,2c41aa1662e040888b02d428b8b3fda0,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/52,YES
crown land pricing zones - utilities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/734,Crown Land Pricing Zones - Utilities,e0dc89f54dd9450e863a1df5046a0438,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/25,YES
cruise ship routes,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/306,Cruise Ship Routes,e7b50c68d3cd4ad78a93891900922f44,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/21,YES
current census consolidated subdivisions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/265,Current Census Consolidated Subdivisions,420bf04b4fff467ea9c84ea867769954,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/52,YES
current census dissemination areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/309,Current Census Dissemination Areas,41acf70e59314d0c9d3bc06f38bd6917,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/40,YES
current census dissemination blocks,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/433,Current Census Dissemination Blocks,ae7be30f85ce4b54b60cd971d49463e8,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/32,YES
current census division boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/507,Current Census Division Boundaries,3be12bd8307a48a4aa5124dc3048cd64,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/59,YES
current census economic regions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/384,Current Census Economic Regions,e7f86948e2db457f8695ebbdfab5b907,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/26,YES
current census metropolitan areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/511,Current Census Metropolitan Areas,55e25e2fb8e74699a0ceb866ded881fb,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/20,YES
current census subdivision boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/618,Current Census Subdivision Boundaries,306fb415fea448b7ae51ee03296bcdc8,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/38,YES
current census tracts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/551,Current Census Tracts,d491a6db901d4992beb1a1f5d1166303,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/11,YES
current provincial electoral districts of british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/281,Current Provincial Electoral Districts of British Columbia,97867f34e6974c6ab41ed8c62d27a340,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/5,YES
dabbling ducks - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/371,Dabbling Ducks - Coastal Resource Information Management System (CRIMS),60343fc1244a48e2873956c0d4b047ce,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/4,YES
"demographics, income and labour summaries for bc census subdivisions",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/701,"Demographics, Income and Labour Summaries for BC Census Subdivisions",e44edfec38ff40248e7d9709339d2280,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/64,YES
designated areas - trim enhanced base map (ebm),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/98,Designated Areas - TRIM Enhanced Base Map (EBM),15f0852eb3414bbbb4990dcc1358a2b0,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/59,YES
diagnostic facilities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/310,Diagnostic Facilities,301d8f6f9541435997eb284647aa6aef,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/57,YES
digital road atlas (dra) - master partially-attributed roads,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/464,Digital Road Atlas (DRA) - Master Partially-Attributed Roads,ebd815335c8d4edb8532f0a4ae21ee9c,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/68,YES
disaster response routes,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/497,Disaster Response Routes,7bc7ce9b75534da481c32ac04676cb55,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/14,YES
distribution of california sealions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/520,Distribution of California Sealions - Coastal Resource Information Management System (CRIMS),727da755609b4deeb66413b169d59345,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/22,YES
distribution of dall's porpoises,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/559,Distribution of Dall's Porpoises - Coastal Resource Information Management System (CRIMS),fd6d7f82b0ad4301b7b7ea0005d44f83,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/31,YES
distribution of gray whales,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/81,Distribution of Gray Whales - Coastal Resource Information Management System (CRIMS),717c550504a04f8daef88ad63f53b1cd,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/51,YES
distribution of harbour porpoises,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/236,Distribution of Harbour Porpoises - Coastal Resource Information Management System (CRIMS),d0542e4478fc414798e65794acec6186,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/13,YES
distribution of harbour seals,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/175,Distribution of Harbour Seals - Coastal Resource Information Management System (CRIMS),57a904afb2d94661a8efff46b4bd2661,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/73,YES
distribution of humpback whales,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/709,Distribution of Humpback Whales - Coastal Resource Information Management System (CRIMS),48af3b7a5d3c4a70834255de27f04d86,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/69,YES
distribution of killer whales,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/156,Distribution of Killer Whales - Coastal Resource Information Management System (CRIMS),ce656f4f8d664212919fca2890435039,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/26,YES
distribution of northern fur seals,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/374,Distribution of Northern Fur Seals - Coastal Resource Information Management System (CRIMS),e542af086e3f43e49bc6ae75a7f524a9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/17,YES
distribution of pacific white sided dolphins,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/338,Distribution of Pacific White Sided Dolphins - Coastal Resource Information Management System (CRIMS),25a5acf3e59c455aae49c5fa530015c4,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/23,YES
distribution of sea otters,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/445,Distribution of Sea Otters - Coastal Resource Information Management System (CRIMS),90db6523614149108d731a161cba166c,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/30,YES
distribution of steller sealions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/360,Distribution of Steller Sealions - Coastal Resource Information Management System (CRIMS),56a7e8084f5141c989a1c7c6613a8230,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/58,YES
diving ducks - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/183,Diving Ducks - Coastal Resource Information Management System (CRIMS),237330a9b2e74cc68a03b7736c5f3a1a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/54,YES
drastic aquifer intrinsic vulnerability,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/682,DRASTIC Aquifer Intrinsic Vulnerability,aaf0bc7dcd83407ebd94a6c84d7818ef,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/33,YES
drastic aquifer intrinsic vulnerability reports index,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/625,DRASTIC Aquifer Intrinsic Vulnerability Reports Index,9e2b9136e6ba4d5c93790d0091939ae3,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/39,YES
drinking water sources (surface water pods),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/346,Drinking Water Sources (Surface Water PODs),59abfd34320f4376b73151b311c16883,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_water_management/MapServer/22,YES
early childhood care (francophone),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/439,Early Childhood Care (Francophone),77a72abdb0e14ff28b50d3ebd31b7eec,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/66,YES
eaubc ecological drainage units,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/33,EAUBC Ecological Drainage Units,38554f7b4ba64e149b4da845b2ef1397,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/18,YES
eaubc freshwater ecoregion,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/8,EAUBC Freshwater Ecoregion,0e7c687c291b4d6eb9adb3b599b1de9f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/13,YES
eaubc lakes,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/350,EAUBC Lakes,694774e1f76a49618707a84f29946bc8,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/2,YES
eaubc rivers,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/233,EAUBC Rivers,6a7b09cb6a584bd4a91fb297ca7a7750,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/1,YES
ecodivisions - ecoregion ecosystem classification of british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/477,Ecodivisions - Ecoregion Ecosystem Classification of British Columbia,621aa94ac93841caa57d6933c8a6094f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/6,YES
ecodomains - ecoregion ecosystem classification of british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/140,Ecodomains - Ecoregion Ecosystem Classification of British Columbia,9f70d6754bde470eb40b6467842dbde9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/10,YES
ecological catalogue (formerly aquacat),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/662,Ecological Catalogue (formerly AquaCat),a069d8bcdd0d4be9afcfcd08503a4c8e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/17,YES
ecoprovinces - ecoregion ecosystem classification of british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/85,Ecoprovinces - Ecoregion Ecosystem Classification of British Columbia,787f652689ab49b1a715d49f0705ed04,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/11,YES
ecoregions - ecoregion ecosystem classification of british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/415,Ecoregions - Ecoregion Ecosystem Classification of British Columbia,25429f5b7f3d4da59fe88b0aba8234b8,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/4,YES
ecosections - ecoregion ecosystem classification of british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/158,Ecosections - Ecoregion Ecosystem Classification of British Columbia,f7208cdf883440cd824754bf04a4c1a7,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/1,YES
education level profiles for community health service areas - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/862,Education Level Profiles for Community Health Service Areas - 2016 Census,5251de0c4c8242e4b677c06be6c920d9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/45,YES
education level summaries for bc census divisions - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/852,Education Level Summaries for BC Census Divisions - 2016 Census,61fc4228797e410fb605275c22944b56,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/30,YES
education level summaries for bc census subdivisions - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/842,Education Level Summaries for BC Census Subdivisions - 2016 Census,588c42f31547401aa77caac2c664af87,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/14,YES
eelgrasses - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/154,Eelgrasses - Coastal Resource Information Management System (CRIMS),75e67cf4bc274110a3f6cd8d6dcbb16e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/10,YES
electoral areas - legally defined administrative areas of bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/495,Electoral Areas - Legally Defined Administrative Areas of BC,2b40545d84df4e229e56cdd0ae6c7a73,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/24,YES
electrical logs (elogs) of the shallow subsurface of northeastern british columbia,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/742,Electrical logs (elogs) of the shallow subsurface of Northeastern British Columbia,adc66c6e7bf3464ebb9a7a89dc49043b,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/38,YES
elk valley water quality plan,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/765,Elk Valley Water Quality Plan,e88e21aef34d4a349e695eeb63f8c45e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/77,YES
emergency management bc boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/498,Emergency Management BC Boundaries,a86a047606e647558769a0e23613d708,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/4,YES
emergency rooms in bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/849,Emergency Rooms in BC,d972fd73941c4c26b27bc9a6798f0d4f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/34,YES
emergency social services facilities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/428,Emergency Social Services Facilities,fa7c54e9400b452c9ce686dca8dceaa2,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/17,YES
employment and labour market services division employment program catchment areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/633,Employment and Labour Market Services Division Employment Program Catchment Areas,4f7fbf4a02b743f3910e72825cc2371c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/633,NO
employment program of british columbia regional boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/301,Employment Program of British Columbia Regional Boundaries,b194fbeb1a484189adc03e45d0bd79e1,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/23,YES
employment service office locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/688,WorkBC Centres,a53ed803e8854f70b141a8f6ddc1b773,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/40,YES
env regional boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/79,ENV Regional Boundaries,e1942cb032f741a8acfe0db84ba32653,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/19,YES
environmental assessment office (eao) - points (svw),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/324,Environmental Assessment Office (EAO) - Points (SVW),cf47fb23ba26477b8b3e4e236d24b73f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environment_assessment/MapServer/0,YES
environmental emergency response (eer) district boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/737,Environmental Emergency Response (EER) District Boundaries,3470920bc04442dfbd4f5de1c5d52430,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/50,YES
environmental emergency response (eer) regional boundaries,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/730,Environmental Emergency Response (EER) Regional Boundaries,09e1e239765c49539a768b6ba293e7c5,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/16,YES
environmental remediation sites,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/598,Environmental Remediation Sites,3c52468735d64a5d9e064f5d9a72c72f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_waste/MapServer/2,YES
evacuation orders and alerts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/454,Communities Affected by Evacuation Orders and Alerts,f178a63b9ee24a80be4eeabbf698793b,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/5,YES
extraction sites - trim enhanced base map (ebm),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/44,Extraction Sites - TRIM Enhanced Base Map (EBM),5e9f877f48b94cb9894faf60af058d20,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/23,YES
fadm - bc timber sales area,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/240,FADM - BC Timber Sales Area,9c0f5f37caf64b3b85181625be01ba4c,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/15,YES
fadm - cascade mountain boundary,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/239,FADM - Cascade Mountain Boundary,ffd467d34f3147b894ee5be496559281,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/14,YES
fadm - designated areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/127,FADM - Designated Areas,8824fcd368fe4539a1d101429d9383bc,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_admin_boundaries/MapServer/33,YES
